condition,layer,token_slot,mean_logprob,std_logprob,mean_prob,std_prob,count
foil,1,B_content,-10.993770322799683,1.0672228256706182,2.7845889561424012e-05,3.107975774836545e-05,100
foil,1,none,-10.870050096511841,1.0659584936506727,3.116231368180427e-05,3.3719663473608295e-05,100
foil,1,user,-11.302006511688232,1.127940212924377,2.1435054884010484e-05,2.332825310117139e-05,100
foil,1,user_text,-11.196997594833373,1.1182621946482372,2.4137787265118418e-05,2.943810434835893e-05,100
foil,1,vision,-10.955377321243287,1.068127801493668,2.8370881601255483e-05,2.8945013094021793e-05,100
foil,1,vision_half1,-10.880251731872558,1.064228274214696,3.076716786864536e-05,3.2806636660206384e-05,100
foil,1,vision_half2,-10.870030717849732,1.0680902931882508,3.111820439734009e-05,3.312284277069228e-05,100
foil,2,A_content,-11.570074310302735,0.9047088356042081,1.3751881553914303e-05,1.2708657366213802e-05,100
foil,2,B_content,-11.677481327056885,0.9171181769296273,1.2463644842760065e-05,1.1630905412715673e-05,100
foil,2,none,-11.538212985992432,0.9230453351164939,1.4238463283376575e-05,1.2625317669746702e-05,100
foil,2,user,-11.843539247512817,1.0714993607136718,1.221319987054098e-05,1.3544085658616621e-05,100
foil,2,user_text,-11.837727165222168,1.023705625304163,1.2134726280649824e-05,1.5355623728036696e-05,100
foil,2,vision,-11.508187437057495,0.9448466608344505,1.4842653665368748e-05,1.2858327764053177e-05,100
foil,2,vision_half1,-11.545410242080688,0.9231111357812226,1.4118132472075272e-05,1.23199182377119e-05,100
foil,2,vision_half2,-11.541917905807495,0.9257627983628905,1.4181503441610742e-05,1.2403294613631628e-05,100
foil,3,A_content,-12.65201148033142,0.9608019784571368,5.343917297135205e-06,7.214164044200979e-06,100
foil,3,B_content,-12.900383071899414,0.9808618373672369,4.2398197935120566e-06,5.776904189705833e-06,100
foil,3,none,-12.708372049331665,0.9789438039858076,4.978166450227898e-06,6.260226052438124e-06,100
foil,3,user,-12.883381128311157,1.129528952933246,5.003406719161945e-06,7.5719406812831995e-06,100
foil,3,user_text,-12.939941987991332,1.1037210377278994,4.8523897853327705e-06,8.409140558611191e-06,100
foil,3,vision,-12.584970865249634,0.9893733304049293,5.599948835309891e-06,6.7154667274564724e-06,100
foil,3,vision_half1,-12.705843133926392,0.9793191601428682,4.9705494009120425e-06,6.14614232850356e-06,100
foil,3,vision_half2,-12.715196418762208,0.9775496982615459,4.905342417518265e-06,6.014781111491824e-06,100
foil,4,A_content,-12.835832691192627,1.1273245023266392,5.072043736893634e-06,7.492251156050792e-06,100
foil,4,B_content,-13.227910690307617,1.1520825562662944,3.5722137136689603e-06,5.653829316431668e-06,100
foil,4,none,-12.949741916656494,1.1397914504447104,4.58864462094098e-06,6.933006782333634e-06,100
foil,4,user,-13.482760372161865,1.2851215715353763,3.2565618732565455e-06,5.860050823828784e-06,100
foil,4,user_text,-13.404500522613525,1.2845850188750094,3.7870472364696037e-06,8.269453751462509e-06,100
foil,4,vision,-12.847456979751588,1.1327125390666148,4.9292720264360936e-06,6.719224142433455e-06,100
foil,4,vision_half1,-12.890759325027465,1.1306973958567699,4.813185491179432e-06,7.049488229943729e-06,100
foil,4,vision_half2,-12.917795486450196,1.1330142684890159,4.667505990525337e-06,6.812161418346421e-06,100
foil,5,A_content,-11.733785057067871,1.1457018588541341,1.4645083749309184e-05,1.760517964258041e-05,100
foil,5,B_content,-11.895898122787475,1.1535516517507287,1.2471935005423316e-05,1.4610103529690575e-05,100
foil,5,none,-11.643894338607788,1.1398251597379536,1.5739679059138953e-05,1.7813631262692134e-05,100
foil,5,user,-12.675932626724244,1.3147910992756442,6.837572808695824e-06,9.436012253466477e-06,100
foil,5,user_text,-12.391058197021485,1.2499553168618365,8.62244035486785e-06,1.1814225039801393e-05,100
foil,5,vision,-11.5826877784729,1.172005880310233,1.7148575073696815e-05,1.9129526315004677e-05,100
foil,5,vision_half1,-11.618622608184815,1.1470802402247657,1.6308501053326305e-05,1.8605878076916952e-05,100
foil,5,vision_half2,-11.612025775909423,1.141764256721223,1.6298534400001568e-05,1.8520501930057656e-05,100
